    INFO: 2024-05-17 20:59:18,631:               log.py:   20: Logging to /home/ddo/CMU/JOBS/SYSTEMTWO/mitreattacktemp/mdpdf.log
   DEBUG: 2024-05-17 20:59:18,713:      pdf_renderer.py:  470: printSegment: Compromise Accounts
   DEBUG: 2024-05-17 20:59:18,714:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,714:      pdf_renderer.py:  470: printSegment: Compromise Infrastructure
   DEBUG: 2024-05-17 20:59:18,714:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,714:      pdf_renderer.py:  470: printSegment: Initial Access:
   DEBUG: 2024-05-17 20:59:18,715:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,715:      pdf_renderer.py:  470: printSegment: Exploit Public-Facing Application
   DEBUG: 2024-05-17 20:59:18,715:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,715:      pdf_renderer.py:  470: printSegment: External Remote Services
   DEBUG: 2024-05-17 20:59:18,716:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,716:      pdf_renderer.py:  470: printSegment: Phishing
   DEBUG: 2024-05-17 20:59:18,716:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,716:      pdf_renderer.py:  470: printSegment: Replication Through Removable Media
   DEBUG: 2024-05-17 20:59:18,717:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,717:      pdf_renderer.py:  470: printSegment: Supply Chain Compromise
   DEBUG: 2024-05-17 20:59:18,717:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,718:      pdf_renderer.py:  470: printSegment: Trusted Relationship
   DEBUG: 2024-05-17 20:59:18,718:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,718:      pdf_renderer.py:  470: printSegment: Valid Accounts
   DEBUG: 2024-05-17 20:59:18,718:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,718:      pdf_renderer.py:  470: printSegment: Execution:
   DEBUG: 2024-05-17 20:59:18,719:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,719:      pdf_renderer.py:  470: printSegment: Command and Scripting Interpreter
   DEBUG: 2024-05-17 20:59:18,719:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,719:      pdf_renderer.py:  470: printSegment: Inter-Process Communication
   DEBUG: 2024-05-17 20:59:18,719:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,719:      pdf_renderer.py:  470: printSegment: Native API
   DEBUG: 2024-05-17 20:59:18,719:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,720:      pdf_renderer.py:  470: printSegment: Scheduled Task/Job
   DEBUG: 2024-05-17 20:59:18,720:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,720:      pdf_renderer.py:  470: printSegment: Shared Modules
   DEBUG: 2024-05-17 20:59:18,720:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,720:      pdf_renderer.py:  470: printSegment: System Services
   DEBUG: 2024-05-17 20:59:18,720:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,721:      pdf_renderer.py:  470: printSegment: Windows Management Instrumentation
   DEBUG: 2024-05-17 20:59:18,721:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,721:      pdf_renderer.py:  470: printSegment: Persistence:
   DEBUG: 2024-05-17 20:59:18,721:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,721:      pdf_renderer.py:  470: printSegment: Create Account
   DEBUG: 2024-05-17 20:59:18,721:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,721:      pdf_renderer.py:  470: printSegment: Event Triggered Execution
   DEBUG: 2024-05-17 20:59:18,722:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,722:      pdf_renderer.py:  470: printSegment: Hijack Execution Flow
   DEBUG: 2024-05-17 20:59:18,722:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,722:      pdf_renderer.py:  470: printSegment: Scheduled Task/Job
   DEBUG: 2024-05-17 20:59:18,722:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,722:      pdf_renderer.py:  470: printSegment: Server Software Component
   DEBUG: 2024-05-17 20:59:18,723:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,723:      pdf_renderer.py:  470: printSegment: Privilege Escalation:
   DEBUG: 2024-05-17 20:59:18,723:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,723:      pdf_renderer.py:  470: printSegment: Access Token Manipulation
   DEBUG: 2024-05-17 20:59:18,723:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,723:      pdf_renderer.py:  470: printSegment: Hijack Execution Flow
   DEBUG: 2024-05-17 20:59:18,724:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,724:      pdf_renderer.py:  470: printSegment: Scheduled Task/Job
   DEBUG: 2024-05-17 20:59:18,724:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,724:      pdf_renderer.py:  470: printSegment: Defense Evasion:
   DEBUG: 2024-05-17 20:59:18,724:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,724:      pdf_renderer.py:  470: printSegment: Deobfuscate/Decode Files or Information
   DEBUG: 2024-05-17 20:59:18,725:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,725:      pdf_renderer.py:  470: printSegment: Execution Guardrails
   DEBUG: 2024-05-17 20:59:18,725:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,725:      pdf_renderer.py:  470: printSegment: Hijack Execution Flow
   DEBUG: 2024-05-17 20:59:18,725:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,726:      pdf_renderer.py:  470: printSegment: Indicator Removal
   DEBUG: 2024-05-17 20:59:18,726:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,726:      pdf_renderer.py:  470: printSegment: Masquerading
   DEBUG: 2024-05-17 20:59:18,726:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,726:      pdf_renderer.py:  470: printSegment: Obfuscated Files or Information
   DEBUG: 2024-05-17 20:59:18,726:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,727:      pdf_renderer.py:  470: printSegment: System Binary Proxy Execution
   DEBUG: 2024-05-17 20:59:18,727:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,727:      pdf_renderer.py:  470: printSegment: Credential Access:
   DEBUG: 2024-05-17 20:59:18,727:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,727:      pdf_renderer.py:  470: printSegment: Brute Force
   DEBUG: 2024-05-17 20:59:18,728:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,728:      pdf_renderer.py:  470: printSegment: Credentials from Password Stores
   DEBUG: 2024-05-17 20:59:18,728:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,728:      pdf_renderer.py:  470: printSegment: OS Credential Dumping
   DEBUG: 2024-05-17 20:59:18,728:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,729:      pdf_renderer.py:  470: printSegment: Steal Application Access Token
   DEBUG: 2024-05-17 20:59:18,729:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,729:      pdf_renderer.py:  470: printSegment: Steal Web Session Cookie
   DEBUG: 2024-05-17 20:59:18,729:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,729:      pdf_renderer.py:  470: printSegment: Discovery:
   DEBUG: 2024-05-17 20:59:18,730:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,730:      pdf_renderer.py:  470: printSegment: Domain Trust Discovery
   DEBUG: 2024-05-17 20:59:18,730:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,730:      pdf_renderer.py:  470: printSegment: File and Directory Discovery
   DEBUG: 2024-05-17 20:59:18,730:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,731:      pdf_renderer.py:  470: printSegment: Network Service Discovery
   DEBUG: 2024-05-17 20:59:18,731:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,731:      pdf_renderer.py:  470: printSegment: Process Discovery
   DEBUG: 2024-05-17 20:59:18,731:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,731:      pdf_renderer.py:  470: printSegment: Query Registry
   DEBUG: 2024-05-17 20:59:18,732:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,732:      pdf_renderer.py:  470: printSegment: System Information Discovery
   DEBUG: 2024-05-17 20:59:18,732:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,732:      pdf_renderer.py:  470: printSegment: System Network Configuration Discovery
   DEBUG: 2024-05-17 20:59:18,732:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,733:      pdf_renderer.py:  470: printSegment: System Owner/User Discovery
   DEBUG: 2024-05-17 20:59:18,733:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,733:      pdf_renderer.py:  470: printSegment: System Service Discovery
   DEBUG: 2024-05-17 20:59:18,733:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,733:      pdf_renderer.py:  470: printSegment: Lateral Movement:
   DEBUG: 2024-05-17 20:59:18,734:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,734:      pdf_renderer.py:  470: printSegment: Exploitation of Remote Services
   DEBUG: 2024-05-17 20:59:18,734:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,734:      pdf_renderer.py:  470: printSegment: Remote Services
   DEBUG: 2024-05-17 20:59:18,735:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,735:      pdf_renderer.py:  470: printSegment: Remote Service Session Hijacking
   DEBUG: 2024-05-17 20:59:18,735:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,735:      pdf_renderer.py:  470: printSegment: Replication Through Removable Media
   DEBUG: 2024-05-17 20:59:18,736:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,736:      pdf_renderer.py:  470: printSegment: Software Deployment Tools
   DEBUG: 2024-05-17 20:59:18,736:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,736:      pdf_renderer.py:  470: printSegment: Use Alternate Authentication Material
   DEBUG: 2024-05-17 20:59:18,736:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,736:      pdf_renderer.py:  470: printSegment: Collection:
   DEBUG: 2024-05-17 20:59:18,737:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,737:      pdf_renderer.py:  470: printSegment: Browser Session Hijacking
   DEBUG: 2024-05-17 20:59:18,737:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,737:      pdf_renderer.py:  470: printSegment: Clipboard Data
   DEBUG: 2024-05-17 20:59:18,737:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,738:      pdf_renderer.py:  470: printSegment: Data from Information Repositories
   DEBUG: 2024-05-17 20:59:18,738:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,738:      pdf_renderer.py:  470: printSegment: Email Collection
   DEBUG: 2024-05-17 20:59:18,738:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,738:      pdf_renderer.py:  470: printSegment: Input Capture
   DEBUG: 2024-05-17 20:59:18,738:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,738:      pdf_renderer.py:  470: printSegment: Command and Control:
   DEBUG: 2024-05-17 20:59:18,739:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,739:      pdf_renderer.py:  470: printSegment: Application Layer Protocol
   DEBUG: 2024-05-17 20:59:18,739:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,739:      pdf_renderer.py:  470: printSegment: Data Encoding
   DEBUG: 2024-05-17 20:59:18,739:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,739:      pdf_renderer.py:  470: printSegment: Data Obfuscation
   DEBUG: 2024-05-17 20:59:18,740:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,740:      pdf_renderer.py:  470: printSegment: Dynamic Resolution
   DEBUG: 2024-05-17 20:59:18,740:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,740:      pdf_renderer.py:  470: printSegment: Encrypted Channel
   DEBUG: 2024-05-17 20:59:18,740:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,740:      pdf_renderer.py:  470: printSegment: Protocol Tunneling
   DEBUG: 2024-05-17 20:59:18,741:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,741:      pdf_renderer.py:  470: printSegment: Proxy
   DEBUG: 2024-05-17 20:59:18,741:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,741:      pdf_renderer.py:  470: printSegment: Remote Access Software
   DEBUG: 2024-05-17 20:59:18,741:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,741:      pdf_renderer.py:  470: printSegment: Exfiltration:
   DEBUG: 2024-05-17 20:59:18,742:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,742:      pdf_renderer.py:  470: printSegment: Exfiltration Over C2 Channel
   DEBUG: 2024-05-17 20:59:18,742:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,742:      pdf_renderer.py:  470: printSegment: Transfer Data to Cloud Account
   DEBUG: 2024-05-17 20:59:18,742:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,743:      pdf_renderer.py:  470: printSegment: Impact:
   DEBUG: 2024-05-17 20:59:18,743:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,743:      pdf_renderer.py:  470: printSegment: Data Destruction
   DEBUG: 2024-05-17 20:59:18,743:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2024-05-17 20:59:18,743:      pdf_renderer.py:  470: printSegment: Data Encrypted for Impact
